사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022080500100453,2022년 8월 5일 18시,금요일,부산광역시 사상구 모라동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,62세,기타불명,승용,남,30세,경상
2022080500100485,2022년 8월 5일 19시,금요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,보행자,여,18세,경상
2022080500100486,2022년 8월 5일 19시,금요일,부산광역시 영도구 대교동2가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,62세,상해없음,보행자,여,65세,경상
2022080500100487,2022년 8월 5일 19시,금요일,부산광역시 부산진구 가야동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,28세,상해없음,원동기,남,33세,경상
2022080500100488,2022년 8월 5일 19시,금요일,부산광역시 금정구 구서동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,남,27세,경상
2022080500100489,2022년 8월 5일 19시,금요일,부산광역시 강서구 신호동,중상사고,0,2,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,승용,남,34세,경상
2022080500100525,2022년 8월 5일 20시,금요일,부산광역시 수영구 망미동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,23세,상해없음,보행자,남,68세,경상
2022080500100551,2022년 8월 5일 21시,금요일,부산광역시 동구 초량동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,26세,경상
2022080500100552,2022년 8월 5일 21시,금요일,부산광역시 북구 화명동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,이륜,남,46세,중상
2022080500100578,2022년 8월 5일 22시,금요일,부산광역시 금정구 부곡동,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,16세,부상신고,,,,
2.02208E+15,2022년 8월 5일 23시,금요일,부산광역시 서구 서대신동1가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,75세,상해없음,승용,남,23세,경상
2022080600100025,2022년 8월 6일 03시,토요일,부산광역시 사하구 하단동,중상사고,0,2,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,58세,기타불명,승용,남,59세,경상
2022080600100036,2022년 8월 6일 04시,토요일,부산광역시 연제구 연산동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,자전거,남,82세,부상신고,승용,남,69세,상해없음
2.02208E+15,2022년 8월 6일 08시,토요일,부산광역시 동래구 사직동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,상해없음,보행자,남,40세,경상
2022080600100071,2022년 8월 6일 08시,토요일,부산광역시 사하구 괴정동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,여,56세,상해없음
2022080600100073,2022년 8월 6일 08시,토요일,부산광역시 강서구 성북동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,62세,상해없음,화물,남,66세,경상
2022080600100074,2022년 8월 6일 08시,토요일,부산광역시 기장군 일광읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,67세,상해없음,자전거,남,42세,중상
2022080600100095,2022년 8월 6일 09시,토요일,부산광역시 강서구 명지동,사망사고,1,0,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,27세,사망,이륜,남,37세,상해없음
2022080600100116,2022년 8월 6일 10시,토요일,부산광역시 사하구 장림동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,70세,상해없음,승용,남,67세,경상
2022080600100144,2022년 8월 6일 11시,토요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,55세,상해없음,보행자,남,60세,경상
2022080600100145,2022년 8월 6일 11시,토요일,부산광역시 동래구 수안동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,승용,남,43세,경상
2022080600100146,2022년 8월 6일 11시,토요일,부산광역시 사하구 하단동,경상사고,0,0,3,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,22세,기타불명,승용,남,35세,경상
2022080600100147,2022년 8월 6일 11시,토요일,부산광역시 사하구 하단동,중상사고,0,1,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,화물,여,62세,기타불명,승용,여,44세,중상
2022080600100179,2022년 8월 6일 12시,토요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,49세,상해없음,승합,남,44세,상해없음
2.02208E+15,2022년 8월 6일 12시,토요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,승용,여,65세,상해없음,이륜,남,61세,중상
2022080600100181,2022년 8월 6일 12시,토요일,부산광역시 금정구 부곡동,경상사고,0,0,7,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,경상,승용,여,65세,경상
2022080600100182,2022년 8월 6일 12시,토요일,부산광역시 금정구 청룡동,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,여,67세,상해없음,이륜,남,28세,중상
2022080600100183,2022년 8월 6일 12시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,남,41세,경상
2022080600100252,2022년 8월 6일 14시,토요일,부산광역시 수영구 광안동,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,46세,기타불명,승용,여,58세,중상
2022080600100253,2022년 8월 6일 14시,토요일,부산광역시 해운대구 중동,중상사고,0,1,1,1,철길건널목 - 철길건널목,안전운전불이행,건조,맑음,단일로 - 철길건널목,승용,남,57세,부상신고,기타불명,남,32세,상해없음
2022080600100254,2022년 8월 6일 14시,토요일,부산광역시 부산진구 범전동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,경상,승용,남,70세,경상
2022080600100255,2022년 8월 6일 14시,토요일,부산광역시 부산진구 개금동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,이륜,남,26세,경상
2022080600100256,2022년 8월 6일 14시,토요일,부산광역시 사하구 당리동,경상사고,0,0,2,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 지하차도(도로)내,승용,남,71세,기타불명,화물,남,45세,경상
2022080600100257,2022년 8월 6일 14시,토요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,승용,남,50세,경상
2022080600100281,2022년 8월 6일 15시,토요일,부산광역시 동구 초량동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,이륜,남,51세,경상
2022080600100282,2022년 8월 6일 15시,토요일,부산광역시 동구 범일동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,64세,상해없음,보행자,여,70세,경상
2022080600100283,2022년 8월 6일 15시,토요일,부산광역시 북구 구포동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,여,66세,상해없음,이륜,남,29세,경상
2022080600100313,2022년 8월 6일 16시,토요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,이륜,남,72세,중상
2022080600100314,2022년 8월 6일 16시,토요일,부산광역시 부산진구 범천동,중상사고,0,1,0,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,승용,여,64세,중상
2022080600100346,2022년 8월 6일 17시,토요일,부산광역시 사상구 학장동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,기타,교차로 - 교차로안,승용,남,68세,상해없음,승용,남,43세,중상
2022080600100374,2022년 8월 6일 18시,토요일,부산광역시 동래구 온천동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,40세,상해없음,보행자,남,6세,중상
2022080600100422,2022년 8월 6일 20시,토요일,부산광역시 사상구 주례동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,27세,상해없음,승용,남,61세,중상
2022080600100444,2022년 8월 6일 21시,토요일,부산광역시 연제구 연산동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,이륜,남,39세,중상
2022080600100487,2022년 8월 6일 23시,토요일,부산광역시 사하구 다대동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,이륜,남,41세,경상
2022080700100032,2022년 8월 7일 05시,일요일,부산광역시 동구 범일동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,원동기,여,71세,경상
2022080700100042,2022년 8월 7일 06시,일요일,부산광역시 금정구 남산동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,63세,경상,,,,
2022080700100081,2022년 8월 7일 10시,일요일,부산광역시 해운대구 재송동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,18세,기타불명,승용,남,31세,경상
2022080700100082,2022년 8월 7일 10시,일요일,부산광역시 사상구 모라동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,보행자,남,65세,부상신고
2022080700100144,2022년 8월 7일 13시,일요일,부산광역시 사하구 구평동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,남,42세,경상
2022080700100202,2022년 8월 7일 15시,일요일,부산광역시 서구 암남동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,33세,경상
2022080700100203,2022년 8월 7일 15시,일요일,부산광역시 금정구 두구동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,여,53세,중상
2022080700100222,2022년 8월 7일 16시,일요일,부산광역시 사하구 구평동,중상사고,0,1,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,54세,중상,,,,
2022080700100245,2022년 8월 7일 17시,일요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,61세,기타불명,보행자,남,35세,경상
2022080700100269,2022년 8월 7일 18시,일요일,부산광역시 남구 용당동,경상사고,0,0,2,1,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,26세,부상신고,승용,남,27세,경상
2.02208E+15,2022년 8월 7일 18시,일요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,43세,경상
2022080700100271,2022년 8월 7일 18시,일요일,부산광역시 해운대구 반여동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,39세,상해없음,보행자,여,25세,경상
2022080700100296,2022년 8월 7일 19시,일요일,부산광역시 동래구 명륜동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,남,30세,경상
2022080700100346,2022년 8월 7일 21시,일요일,부산광역시 중구 중앙동4가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,이륜,남,19세,경상
2022080700100347,2022년 8월 7일 21시,일요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,70세,경상
2022080700100363,2022년 8월 7일 22시,일요일,부산광역시 연제구 거제동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,여,48세,경상
2022080800100026,2022년 8월 8일 05시,월요일,부산광역시 부산진구 전포동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승용,남,66세,경상
2022080800100027,2022년 8월 8일 05시,월요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,화물,남,60세,경상
2.02208E+15,2022년 8월 8일 08시,월요일,부산광역시 부산진구 범천동,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,기타 - 기타,승용,남,74세,상해없음,이륜,남,30세,중상
2022080800100071,2022년 8월 8일 08시,월요일,부산광역시 부산진구 개금동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,승용,여,26세,상해없음,보행자,남,68세,경상
2022080800100121,2022년 8월 8일 10시,월요일,부산광역시 금정구 금사동,중상사고,0,1,0,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,개인형이동수단(PM),남,65세,중상
2.02208E+15,2022년 8월 8일 11시,월요일,부산광역시 서구 동대신동3가,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,22세,상해없음,보행자,여,64세,경상
2022080800100151,2022년 8월 8일 11시,월요일,부산광역시 남구 용호동,부상신고사고,0,0,0,1,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,63세,기타불명,승용,여,43세,부상신고
2.02208E+15,2022년 8월 8일 12시,월요일,부산광역시 동구 초량동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,원동기,남,54세,중상
2022080800100211,2022년 8월 8일 13시,월요일,부산광역시 동구 초량동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,승용,남,24세,경상
2022080800100212,2022년 8월 8일 13시,월요일,부산광역시 남구 문현동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,이륜,남,29세,중상
2022080800100213,2022년 8월 8일 13시,월요일,부산광역시 부산진구 당감동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,45세,상해없음,보행자,여,45세,중상
2022080800100238,2022년 8월 8일 14시,월요일,부산광역시 사상구 삼락동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,건조,맑음,기타 - 기타,화물,남,50세,상해없음,보행자,남,67세,중상
2022080800100274,2022년 8월 8일 15시,월요일,부산광역시 남구 대연동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,56세,상해없음,승용,남,36세,경상
2022080800100275,2022년 8월 8일 15시,월요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,이륜,남,41세,중상
2022080800100276,2022년 8월 8일 15시,월요일,부산광역시 연제구 연산동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,남,42세,경상
2022080800100312,2022년 8월 8일 16시,월요일,부산광역시 강서구 녹산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,57세,상해없음,승합,남,28세,경상
2022080800100346,2022년 8월 8일 17시,월요일,부산광역시 서구 암남동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,원동기,남,44세,경상
2022080800100347,2022년 8월 8일 17시,월요일,부산광역시 사하구 장림동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,기타,교차로 - 교차로안,화물,남,58세,상해없음,승용,여,45세,중상
2022080800100348,2022년 8월 8일 17시,월요일,부산광역시 사하구 괴정동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,77세,기타불명,승용,남,48세,경상
2022080800100349,2022년 8월 8일 17시,월요일,부산광역시 강서구 대저1동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,54세,상해없음,보행자,여,24세,경상
2.02208E+15,2022년 8월 8일 17시,월요일,부산광역시 사하구 하단동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,63세,상해없음,자전거,남,66세,경상
2022080800100351,2022년 8월 8일 17시,월요일,부산광역시 강서구 녹산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,70세,상해없음,승용,남,22세,경상
2022080800100352,2022년 8월 8일 17시,월요일,부산광역시 사상구 삼락동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,40세,경상,보행자,여,61세,중상
2022080800100401,2022년 8월 8일 18시,월요일,부산광역시 수영구 남천동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,29세,상해없음,승용,여,55세,경상
2022080800100402,2022년 8월 8일 18시,월요일,부산광역시 남구 대연동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,여,34세,중상
2022080800100403,2022년 8월 8일 18시,월요일,부산광역시 금정구 구서동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,68세,상해없음,보행자,여,8세,경상
2022080800100437,2022년 8월 8일 19시,월요일,부산광역시 동래구 사직동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,보행자,남,20세,경상
2022080800100438,2022년 8월 8일 19시,월요일,부산광역시 연제구 거제동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,81세,중상
2022080800100469,2022년 8월 8일 20시,월요일,부산광역시 동래구 명륜동,경상사고,0,0,1,0,차대차 - 기타,불법유턴,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,이륜,남,41세,경상
2022080900100013,2022년 8월 9일 01시,화요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,58세,상해없음,보행자,여,28세,경상
2022080900100038,2022년 8월 9일 06시,화요일,부산광역시 북구 덕천동,중상사고,0,1,4,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,중상,승용,남,42세,경상
2022080900100068,2022년 8월 9일 08시,화요일,부산광역시 금정구 장전동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,69세,경상
2022080900100069,2022년 8월 9일 08시,화요일,부산광역시 사하구 하단동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,이륜,남,29세,중상
2022080900100097,2022년 8월 9일 09시,화요일,부산광역시 남구 대연동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승용,남,53세,경상
2022080900100098,2022년 8월 9일 09시,화요일,부산광역시 해운대구 중동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,54세,상해없음,승용,여,49세,중상
2022080900100099,2022년 8월 9일 09시,화요일,부산광역시 부산진구 가야동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,보행자,여,66세,중상
2022080900100128,2022년 8월 9일 10시,화요일,부산광역시 수영구 남천동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,여,42세,경상
2022080900100157,2022년 8월 9일 11시,화요일,부산광역시 금정구 구서동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,53세,상해없음
2022080900100184,2022년 8월 9일 12시,화요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,이륜,남,70세,중상,승용,남,78세,상해없음
2022080900100185,2022년 8월 9일 12시,화요일,부산광역시 금정구 구서동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,65세,경상,이륜,남,26세,경상
2022080900100239,2022년 8월 9일 14시,화요일,부산광역시 동래구 수안동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,이륜,남,45세,경상
2.02208E+15,2022년 8월 9일 14시,화요일,부산광역시 영도구 대교동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,58세,상해없음,승용,남,58세,상해없음
2022080900100241,2022년 8월 9일 14시,화요일,부산광역시 부산진구 가야동,중상사고,0,4,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,여,57세,중상,화물,남,54세,경상
2022080900100264,2022년 8월 9일 15시,화요일,부산광역시 사하구 장림동,중상사고,0,3,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,남,30세,경상
2022080900100326,2022년 8월 9일 17시,화요일,부산광역시 해운대구 재송동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,54세,경상,승용,남,20세,상해없음
2022080900100327,2022년 8월 9일 17시,화요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,기타,단일로 - 기타,승용,남,46세,상해없음,보행자,남,57세,경상
2022080900100328,2022년 8월 9일 17시,화요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,50세,상해없음,승용,여,34세,경상
2022080900100364,2022년 8월 9일 18시,화요일,부산광역시 동래구 온천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,남,43세,경상,화물,남,59세,상해없음
2022080900100365,2022년 8월 9일 18시,화요일,부산광역시 사하구 하단동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 교량,승합,남,59세,상해없음,,,,
2022080900100404,2022년 8월 9일 19시,화요일,부산광역시 부산진구 범천동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,기타,단일로 - 기타,승용,남,37세,상해없음,보행자,남,67세,중상
2022080900100484,2022년 8월 9일 22시,화요일,부산광역시 금정구 회동동,경상사고,0,0,2,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,,,,
2022080900100508,2022년 8월 9일 23시,화요일,부산광역시 해운대구 중동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,24세,부상신고
2022080900100509,2022년 8월 9일 23시,화요일,부산광역시 강서구 신호동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,남,68세,경상
2022081000100003,2022년 8월 10일 00시,수요일,부산광역시 북구 덕천동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,승용,남,36세,경상
2022081000100004,2022년 8월 10일 00시,수요일,부산광역시 사상구 학장동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,여,51세,경상
2022081000100016,2022년 8월 10일 01시,수요일,부산광역시 부산진구 범천동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,승용,남,66세,경상
2022081000100021,2022년 8월 10일 02시,수요일,부산광역시 북구 덕천동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,27세,상해없음,승용,남,73세,부상신고
2022081000100031,2022년 8월 10일 04시,수요일,부산광역시 동구 초량동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,남,60세,경상
2022081000100077,2022년 8월 10일 08시,수요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승합,남,49세,상해없음
2022081000100078,2022년 8월 10일 08시,수요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승합,여,60세,상해없음,승용,남,59세,경상
2022081000100128,2022년 8월 10일 10시,수요일,부산광역시 동래구 온천동,중상사고,0,1,6,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,승합,여,54세,경상
2022081000100129,2022년 8월 10일 10시,수요일,부산광역시 동래구 명륜동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,69세,기타불명,승용,남,71세,경상
2.02208E+15,2022년 8월 10일 10시,수요일,부산광역시 영도구 봉래동3가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,자전거,남,64세,경상
